,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,positive_score,negative_score,polarity_score,average_sentence_length,percentage_of_complex_words,fog_index,complex_word_count,word_count,uncertainty_score,constraining_score,positive_word_proportion,negative_word_proportion,uncertainty_word_proportion,constraining_word_proportion,constraining_words_whole_report
106,3768,SUNBEAM CORP/FL/,199909,2/28/2002,10-K405,edgar/data/6201/0000950134-02-001661.txt,38.74304,13.80736,0.474509794891955,7.02290372670807,3025.49980590062,1213.00908385093,623495,20608,0,0,0.001843944099379,0.000630822981366,0,0,0
107,3769,SUNBEAM CORP/FL/,199910,4/18/2002,10-Q,edgar/data/6201/0000006201-02-000015.txt,4.93425,3.02175,0.240384585170364,6.80732026143791,16339.6078431373,6538.56606535948,624990,3825,0,0,0.001045751633987,0.00078431372549,0,0,0
108,3770,SUNBEAM CORP/FL/,199911,7/19/2002,10-Q,edgar/data/6201/0000006201-02-000035.txt,24.7247,7.7539,0.522522506434314,6.86131237183869,4310.66302118934,1727.00973342447,630650,14630,0,0,0.00164046479836,0.000478468899522,0,0,0
109,3771,SUNBEAM CORP/FL/,199912,10/18/2002,10-Q,edgar/data/6201/0000006201-02-000052.txt,12.06537,7.27345,0.247787597806505,7.01764637139184,7411.7213976861,2967.495617623,634221,8557,0,0,0.001402360640411,0.000818043706907,0,0,0
110,3772,SUNBEAM CORP/FL/,199913,10/18/2002,10-Q/A,edgar/data/6201/0000950134-02-012680.txt,6.07332,3.34268,0.289999969201363,6.90420560747664,13512.0858113849,5407.59600679694,636149,4708,0,0,0.001274426508071,0.000637213254036,0,0,0
111,3773,SUNBEAM CORP/FL/,199914,10/18/2002,10-Q/A,edgar/data/6201/0000950134-02-012682.txt,9.16042,4.12864,0.378640748206363,6.85010075957216,9901.39513253759,3963.29809331886,638739,6451,0,0,0.001395132537591,0.000620058905596,0,0,0
112,3774,SUNBEAM CORP/FL/,199915,4/1/2003,NT 10-K,edgar/data/6201/0000006201-03-000012.txt,0.5586,0.2394,0.399999498747495,6.18646616541353,96081.6541353383,38435.1362406015,638943,665,0,0,0,0,0,0,0
113,3775,SUNBEAM CORP/FL/,199916,4/15/2003,10-K,edgar/data/6201/0001047469-03-013301.txt,0.56232,0.1846,0.505702745002484,6.58450704225352,225014.436619718,90008.4084507042,639041,284,0,0,0,0,0,0,0
114,3776,SUNBEAM CORP/FL/,199917,5/15/2003,10-Q,edgar/data/6201/0000006201-03-000030.txt,15.11928,6.64884,0.389121321036391,6.90909090909091,7057.79534475187,2825.88177426438,642824,9108,0,0,0.001646903820817,0.000658761528327,0,0,0
115,3777,SUNBEAM CORP/FL/,199918,7/18/2003,10-Q,edgar/data/6201/0000006201-03-000045.txt,18.81112,9.29224,0.338709665367071,7.00538298623367,5715.2841510766,2288.91581362513,647656,11332,0,0,0.001588422167314,0.000794211083657,0,0,0
116,3778,SUNBEAM CORP/FL/,199919,10/16/2008,10-Q,edgar/data/6201/0000006201-08-000060.txt,28.5576,13.3008,0.364485972600817,7.28819018404908,3355.43967280164,1345.09114519427,656324,19560,0,0,0.001431492842536,0.000664621676892,0,0,0
117,3779,SUNBEAM CORP/FL/,199920,2/19/2009,10-K,edgar/data/6201/0000006201-09-000009.txt,0.56232,0.1846,0.505702745002484,6.58450704225352,231134.507042254,92456.4366197183,656422,284,0,0,0,0,0,0,0
118,3780,SUNBEAM CORP/FL/,199921,4/16/2009,10-Q,edgar/data/6201/0000006201-09-000016.txt,12.36036,7.70406,0.232067498982403,7.08351051263879,7797.47224190881,3121.82230096858,660134,8466,0,0,0.001417434443657,0.0008268367588,0,0,0
119,3781,SUNBEAM CORP/FL/,199922,7/15/2009,10-Q,edgar/data/6201/0000006201-09-000029.txt,48.37335,18.1707,0.453874531924725,7.11354103034005,2730.13642842598,1094.89998778253,670385,24555,0,0,0.001954795357361,0.00073304825901,0,0,0
120,3782,SUNBEAM CORP/FL/,199923,10/21/2009,10-Q,edgar/data/6201/0000006201-09-000038.txt,21.29545,13.18944,0.235059754139864,7.14287793871461,4924.0192153723,1972.46483732441,676511,13739,0,0,0.001528495523692,0.000946211514666,0,0,0
121,3783,SUNBEAM CORP/FL/,199924,11/6/2009,10-Q/A,edgar/data/6201/0000006201-09-000040.txt,3.79642,0.29731,0.854748394557434,7.19588981198076,29621.0319195453,11851.2911237429,677433,2287,0,0,0.0013117621338,0,0,0,0
122,3784,SUNBEAM CORP/FL/,199925,2/17/2010,10-K,edgar/data/6201/0000006201-10-000006.txt,82.2294,21.47101,0.585903078050481,7.24858262373312,1527.45660311276,613.882074294595,697788,45683,0,0,0.001794978438369,0.00045968960007,0,0,0
123,3785,SUNBEAM CORP/FL/,199926,4/21/2010,10-Q,edgar/data/6201/0000006201-10-000013.txt,0.56232,0.1846,0.505702745002484,6.58450704225352,245734.507042253,98296.4366197183,697886,284,0,0,0,0,0,0,0
124,3786,SUNBEAM CORP/FL/,199927,7/21/2010,10-Q,edgar/data/6201/0000950123-10-066894.txt,101.21832,25.74852,0.594405589724013,4.12374419966662,800.754606478353,321.951340271208,710974,88788,0,0,0.001137541109159,0.000281569581475,0,0,0
125,3787,SUNBEAM CORP/FL/,199928,10/20/2010,10-Q,edgar/data/6201/0000950123-10-094605.txt,69.8649,20.22405,0.551020402046861,4.80176225830138,1178.39112343967,473.277154279187,722177,61285,0,0,0.001125887248103,0.000326344129885,0,0,0
126,3788,SUNBEAM CORP/FL/,199929,2/14/1994,10-Q,edgar/data/6260/0000006260-94-000014.txt,3.01094,0.6979,0.623655745824639,7.00150451354062,36259.0772316951,14506.4314944835,723006,1994,0,0,0.001504513540622,0,0,0,0
127,3789,SUNBEAM CORP/FL/,199930,5/12/1994,10-Q,edgar/data/6260/0000006260-94-000016.txt,2.86797,0.66334,0.624309215472667,6.84828293182983,37096.8733982573,14841.4886724757,723760,1951,0,0,0.001025115325474,0,0,0,0
128,3790,SUNBEAM CORP/FL/,199931,12/29/1997,10-K,edgar/data/6260/0000006260-97-000011.txt,31.31948,7.82987,0.599999984674075,7.12543247844473,4019.8418364545,1610.78690757318,731973,18209,0,0,0.001702454830029,0.0003844252842,0,0,0
129,3791,SUNBEAM CORP/FL/,199932,2/17/1998,10-Q,edgar/data/6260/0000006260-98-000001.txt,0.56232,0.1846,0.505702745002484,6.58450704225352,257771.478873239,103111.225352113,732071,284,0,0,0,0,0,0,0
130,3792,SUNBEAM CORP/FL/,199933,5/13/1998,10-Q,edgar/data/6260/0000006260-98-000003.txt,4.49712,2.1861,0.345794340782685,6.85943003522254,23480.051232789,9394.76426512968,733282,3123,0,0,0.001280819724624,0.000640409862312,0,0,0
131,3793,SUNBEAM CORP/FL/,199934,8/14/1998,10-Q,edgar/data/6260/0000914121-98-000672.txt,5.71044,3.06212,0.301886758040212,6.87699371677139,17760.4398260029,7106.92672788787,734927,4138,0,0,0.00120831319478,0.000724987916868,0,0,0
132,3794,SUNBEAM CORP/FL/,199935,8/14/1999,10-K405,edgar/data/6260/0001047469-98-045227.txt,26.6941,7.4338,0.564356419107053,7.10926309559041,4395.26487126369,1760.94965374371,742580,16895,0,0,0.001538916839302,0.000414323764427,0,0,0
133,3795,SUNBEAM CORP/FL/,199936,8/14/2000,10-Q,edgar/data/6260/0000006260-99-000005.txt,5.30038,1.97966,0.456140288220904,7.10021922956467,23300.6890072033,9323.11569057313,743991,3193,0,0,0.001565925461948,0.00031318509239,0,0,0
134,3796,SUNBEAM CORP/FL/,199937,8/14/2001,10-Q,edgar/data/6260/0000006260-99-000007.txt,0.56145,0.18525,0.50381611916952,6.56842105263158,261083.859649123,104436.17122807,744089,285,0,0,0,0,0,0,0
135,3797,SUNBEAM CORP/FL/,199938,8/14/2002,10-Q,edgar/data/6260/0000006260-99-000010.txt,7.00128,3.32112,0.35652170459179,7.04077540106952,16622.5267379679,6651.82700534759,746019,4488,0,0,0.001559714795009,0.000668449197861,0,0,0
136,3798,SUNBEAM CORP/FL/,199939,8/14/2003,10-Q,edgar/data/11860/0000011860-98-000022.txt,13.05612,3.42888,0.583999964573857,6.99848346982105,11355.3078556263,4544.92253563846,748769,6594,0,0,0.001971489232636,0.000454959053685,0,0,0
137,3799,SUNBEAM CORP/FL/,199940,8/14/2004,10-K405,edgar/data/11860/0001021408-99-000543.txt,102.3055,11.2585,0.801724130871367,6.96890704800817,1567.33810010215,629.722802860061,767212,48950,0,0,0.002083758937692,0.000224719101124,0,0,0
138,3800,SUNBEAM CORP/FL/,199941,8/14/2005,10-Q,edgar/data/11860/0000011860-99-000025.txt,2.91411,1.42317,0.343749920745278,6.93846834882691,34000.8853474989,13603.1295263391,768080,2259,0,0,0.000885347498893,0.000442673749447,0,0,0
139,3801,SUNBEAM CORP/FL/,199942,8/14/2006,10-K/A,edgar/data/11860/0000011860-99-000030.txt,5.52769,0.19061,0.933333170114689,6.89643775247888,28250.0183621006,11302.7659199412,769248,2723,0,0,0.001836210062431,0,0,0,0
140,3802,SUNBEAM CORP/FL/,199943,8/14/2007,10-Q,edgar/data/11860/0000011860-99-000035.txt,3.27402,1.85274,0.277227668697643,6.99014972419228,30348.1481481481,12142.0553191489,770236,2538,0,0,0.001182033096927,0.000394011032309,0,0,0
141,3803,SUNBEAM CORP/FL/,199944,8/14/2008,10-Q,edgar/data/11860/0000011860-99-000042.txt,12.96128,4.14336,0.515527920170905,6.97251506024096,7287.68825301205,2917.86430722892,774244,10624,0,0,0.001129518072289,0.000376506024096,0,0,0
142,3804,SUNBEAM CORP/FL/,199945,8/14/2009,10-K,edgar/data/11860/0000011860-00-000019.txt,158.51022,22.13431,0.7549407072833,6.98998613464797,1126.87917536169,453.547664598535,804603,71401,0,0,0.002212854161706,0.000308118933908,0,0,0
143,3805,SUNBEAM CORP/FL/,199946,8/14/2010,10-Q,edgar/data/11860/0000011860-00-000022.txt,2.3115,0.86296,0.456310535867349,6.87865022712524,52252.0441271901,20903.5691109669,805204,1541,0,0,0.00129785853342,0,0,0,0
144,3806,SUNBEAM CORP/FL/,199947,8/14/2011,10-K/A,edgar/data/11860/0000011860-00-000025.txt,4.92894,0.17514,0.931372366543556,6.95283772981615,32225.6594724221,12893.0449240608,806286,2502,0,0,0.001598721023181,0,0,0,0
145,3807,SUNBEAM CORP/FL/,199948,8/14/2012,10-Q,edgar/data/11860/0000011860-00-000028.txt,3.24721,0.7508,0.624412989358959,6.86041555673948,42995.5780500799,17200.9753862547,807027,1877,0,0,0.001598295151838,0,0,0,0
146,3808,SUNBEAM CORP/FL/,199949,8/14/2013,10-Q,edgar/data/11860/0000011860-00-000038.txt,0.5643,0.18525,0.505702747378097,6.56491228070176,283201.754385965,113283.327719298,807125,285,0,0,0,0,0,0,0
147,3809,SUNBEAM CORP/FL/,199950,8/14/2014,10-K,edgar/data/12239/0001104659-07-024804.txt,28.99083,4.58612,0.72682924664601,6.90255815373344,4969.63795103486,1990.61620367544,813977,16379,0,0,0.001709506074852,0.00024421515355,0,0,0
148,3810,SUNBEAM CORP/FL/,199951,8/14/2015,NT 10-Q,edgar/data/12239/0001104659-07-040463.txt,0.45474,0.10494,0.624998883292447,5.87478559176672,139645.283018868,55860.4631217839,814132,583,0,0,0,0,0,0,0
149,3811,SUNBEAM CORP/FL/,199952,8/14/2016,10-Q,edgar/data/12239/0001104659-07-041441.txt,4.94655,1.58155,0.515463838564998,7.1037147102526,24238.0089153046,9698.04505200594,815609,3365,0,0,0.001188707280832,0.000297176820208,0,0,0
150,3812,SUNBEAM CORP/FL/,199953,8/14/2017,10-K/A,edgar/data/12239/0001104659-07-042333.txt,29.12614,4.58164,0.72815531820383,6.89066797042107,5026.21157489458,2013.240897146,822439,16363,0,0,0.001772291144656,0.000244453950987,0,0,0
151,3813,SUNBEAM CORP/FL/,199954,8/14/2018,10-Q,edgar/data/12239/0001104659-07-062470.txt,7.22124,1.99047,0.567839134336716,7.06243249081875,17810.1533808598,7126.88632534025,824432,4629,0,0,0.00151220565997,0.000216029379996,0,0,0
